,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
631,"RT @usmanlucky872: https://t.co/SbQItuLVFR
لائیو  
https://t.co/SnVr7WUqTx
 لائیو 
https://t.co/V3DKa4q3Tp
تواتر لائیو 
@RehamKhan1 @Maryam…",                                        ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
632,RT @MelissaSweetDr: And if you haven't yet read this report from US investigation re the wide-ranging impacts of the monopoly powers of @Fa…, and if you haven t yet read this report from us investigation re the wide ranging impacts of the monopoly powers of   ,-0.1,0.4,neutral,0.0,1.0,0.0,0.0
633,You know someone is a terrible human when you see their Facebook comments on random posts,you know someone is a terrible human when you see their facebook comments on random posts,-0.5,0.5333333333333333,negative,0.181,0.819,0.0,-0.4767
635,"RT @alinedantas523: Zico postou no facebook com o seguinte texto:
""No TBT de gols de fora da area,toda quinta, vai esse contra o Internacio…", zico postou no facebook com o seguinte texto   no tbt de gols de fora da area toda quinta  vai esse contra o internacio ,0.0,0.0,negative,0.188,0.812,0.0,-0.5267
636,"RT @cineCOLocal: ¡Estamos EN VIVO!!!
La cineasta Ana Salas, directora de la película EN EL TALLER, llegó junto al artista Carlos Salas para…",  estamos en vivo    la cineasta ana salas  directora de la pel cula en el taller  lleg  junto al artista carlos salas para ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
637,"""I want to post picture on my facebook"" https://t.co/5IIjH0m57j", i want to post picture on my facebook   ,0.0,0.0,positive,0.0,0.822,0.178,0.0772
638,"@il__sorpasso Exactement, c'est ce que j'ai écrit sur Facebook. Juste une pseudo porte de sortie.",   sorpasso exactement  c est ce que j ai  crit sur facebook  juste une pseudo porte de sortie ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
640,@MailOnline No it doesn’t. Story should read Media bully Murdoch’s plan to get Facebook to pay him for sharing news… https://t.co/M62Jnj3nAu,  no it doesn t  story should read media bully murdoch s plan to get facebook to pay him for sharing news   ,0.0,0.0,negative,0.276,0.61,0.114,-0.4588
641,RT @abc730: “Maybe government would be better off simply imposing an additional tax on digital advertising revenues across the board so it…,  maybe government would be better off simply imposing an additional tax on digital advertising revenues across the board so it ,0.16666666666666666,0.28571428571428575,positive,0.063,0.807,0.13,0.3612
642,"RT @BambamArg: [FACEBOOK] 180221 | #BamBamPlaysTheSims4  (2/2)

""..Por cierto, amigos míos ¿Cuál es tu momento favorito del directo? Házmel…",  facebook  180221    bambamplaysthesims4   2 2      por cierto  amigos m os  cu l es tu momento favorito del directo  h zmel ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
645,Beautiful!  https://t.co/VQrpUvkoQ7,beautiful    ,0.85,1.0,positive,0.0,0.0,1.0,0.5994
649,@cescamaex @LewisMckennaaa forgot that facebook is the place where you go to make it official🤣however if you scroll… https://t.co/Xf8MLhZeme,    forgot that facebook is the place where you go to make it official however if you scroll   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
650,RT @YimWhantoRichy: เพจใต้เตียงดาราอวยพี่ก็อตพอๆกับพวกชั้นเลยค่ะ ไปอ่านกัน #อิทธิริช  https://t.co/upYTerX0mk,                                                                    ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
651,RT @Asher_Wolf: It scares me how little Australia’s politicians understand about Facebook and how much they overestimate Australia’s import…, it scares me how little australia s politicians understand about facebook and how much they overestimate australia s import ,0.0062500000000000056,0.35,negative,0.13,0.87,0.0,-0.34
652,"RT @Impamark: Our #FreebieFridays are back, #Lockdown edition 😎

These will run every Friday we are in Lockdown on our Twittter, Facebook &amp;…", our  freebiefridays are back   lockdown edition    these will run every friday we are in lockdown on our twittter  facebook  amp  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
653,"RT @takuya_angel: 接種に朗報です。義務じゃなくなったようです
厚労省も今後起こるかもしれない多大な犠牲には責任とれないと判断したのでしょう。打つ打たないは個人の自由にしても、安全ですとコマーシャルし続けているマスメディア、御用学者の責任はどうなるでしょうね。…",                                                                                                                          ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
655,Facebook pelo amor de deus PARA DE LEMBRAR MINHA MAE DOS MEUS ANIVERSÁRIO PORQUE ELA JA ME MANDOU FOTO COM 2 EX EU NÃO AGUENTO MAIS,facebook pelo amor de deus para de lembrar minha mae dos meus anivers rio porque ela ja me mandou foto com 2 ex eu n o aguento mais,0.0,0.0,positive,0.0,0.857,0.143,0.6124
657,"Llevo 10 días sin Facebook, no pensé que aguantaría tanto 😂",llevo 10 d as sin facebook  no pens  que aguantar a tanto  ,0.0,0.0,negative,0.42,0.58,0.0,-0.7003
658,"#宮林愛美 ライブ情報🎹

情報を入手次第、更新致します❗

詳細情報👉https://t.co/xA2TA2cmcK https://t.co/s354jVAaJa",                                       ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
659,She’s blocking people on Facebook and refusing to respond to messages asking her about profiting off of “niggers” b… https://t.co/nzUj31p6qM,she s blocking people on facebook and refusing to respond to messages asking her about profiting off of  niggers  b   ,0.0,0.0,negative,0.231,0.655,0.114,-0.4019
660,"https://t.co/pOciA1EamD 

Cuando tu maestro es un lagarto y mitómano , te conviertescen lagartija.",    cuando tu maestro es un lagarto y mit mano   te conviertescen lagartija ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
661,@NmDominique A lot of birthdays seem to have imported from Facebook into my calander app. It’s a little weird but there ya go,  a lot of birthdays seem to have imported from facebook into my calander app  it s a little weird but there ya go,-0.34375,0.75,negative,0.06,0.94,0.0,-0.0525
663,"En unos momentos, en punto de las 18h, presentamos ""Sonrisas de piedra y barro. Iconografías prehispánicas de la Co… https://t.co/9unTzwABYm",en unos momentos  en punto de las 18h  presentamos  sonrisas de piedra y barro  iconograf as prehisp nicas de la co   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
664,RT @librarycongress: Tune in now! Join authors @PenielJoseph and Tamara Payne for a discussion about their books on Malcolm X and Martin Lu…, tune in now  join authors   and tamara payne for a discussion about their books on malcolm x and martin lu ,0.0,0.0,positive,0.0,0.885,0.115,0.296
666,"RT @MssTrending: วันนี้เรามาลุยกันต่อนะคะ 💪💪💪

📱 T-POP POLL 📈
https://t.co/pBfWa5yYph

🔗 YouTube    
https://t.co/blaRoZYrzU

🎧 Spotify 
ht…",                                 t pop poll        youtube          spotify  ht ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
667,"RT @cog_ink: Compiling a thread of non-news organisations caught in the Facebook ban, here.", compiling a thread of non news organisations caught in the facebook ban  here ,0.0,0.0,negative,0.247,0.753,0.0,-0.5574
668,It's a rap ✌️ it's was 🔥 🔥 straight chilled 3 hours 30 deep appreciate everyone that came out to take the cars and… https://t.co/dL49ZKlXfj,it s a rap    it s was     straight chilled 3 hours 30 deep appreciate everyone that came out to take the cars and   ,0.1,0.4,positive,0.0,0.787,0.213,0.5574
670,Everyone's favorite secret service agent from @Warehouse13 &amp; @nccsvikings grad @EddieMcClintock joined the Kenny/JT… https://t.co/7Dbm4nMDiY,everyone s favorite secret service agent from    amp    grad   joined the kenny jt   ,0.04999999999999999,0.85,positive,0.0,0.671,0.329,0.5994
672,"RT @HiSecretNumber: Hi @VineEnt_Music @5ecretNumber ?우리는 회원들이 Twitter, Facebook,Instagram 등에서 업로드하고 더 활동 적이기를 바랍니다.

그 이유는 Brand Reputation…", hi   music             twitter  facebook instagram                                  brand reputation ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
674,"RT @eabarzua: ""El viejo"". Un pequeño homenaje a Esteban Paredes. Su llanto al borde del campo en Talca también es mi llanto. 
https://t.co/…",  el viejo   un peque o homenaje a esteban paredes  su llanto al borde del campo en talca tambi n es mi llanto    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
675,"RT @LucienGreaves: We take our remarkable circumstances for granted, but step back and try to appreciate the multiple layers of pure ignora…", we take our remarkable circumstances for granted  but step back and try to appreciate the multiple layers of pure ignora ,0.24107142857142858,0.3125,positive,0.0,0.698,0.302,0.7469
678,RT @akalapatriciam: Este tipo agrede a los animalitos  https://t.co/EqsPsA8fnE, este tipo agrede a los animalitos   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
679,"🌎#Mundo | Gobierno de #Texas prohíbe exportaciones de gas natural hasta el 21 de febrero.
https://t.co/Sz5MF6J7HJ https://t.co/2gYGeaEdAR",  mundo   gobierno de  texas proh be exportaciones de gas natural hasta el 21 de febrero     ,0.1,0.4,positive,0.0,0.848,0.152,0.3612
680,RT @BetootaAdvocate: Melbourne’s African Gangs Slowly Transform Into African Picnics As Facebook Bans Herald Sun: https://t.co/rFkfmH37HW h…, melbourne s african gangs slowly transform into african picnics as facebook bans herald sun    h ,-0.10000000000000002,0.13333333333333333,neutral,0.0,1.0,0.0,0.0
681,@pelorduy @PabloIglesias https://t.co/Ox15hZbMD4,     ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
682,"RT @PeterAskin1: Gorgeous tortie kitty ""Selene"" #201419 in #AppleValleyCA a victim of human betrayal she seeks a real forever home! Adopt!…", gorgeous tortie kitty  selene   201419 in  applevalleyca a victim of human betrayal she seeks a real forever home  adopt  ,0.20625,0.3375,negative,0.24,0.528,0.232,-0.0516
685,@david_hulston I can't think of what else they should have done... Their only other option was to just take it and… https://t.co/Cr9vB06jDi,  hulston i can t think of what else they should have done    their only other option was to just take it and   ,-0.0625,0.6875,neutral,0.0,1.0,0.0,0.0
686,RT @cgajardop: Esta noche vamos a comenzar unos #LiveConstituOyente los días jueves con @christianpviera a las 21 horas para hablar de la n…, esta noche vamos a comenzar unos  liveconstituoyente los d as jueves con   a las 21 horas para hablar de la n ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
687,"RT @theTiser: Making front page news today:
- Facebook slammed for unprecedented purge
- Australia’s plan to be a space manufacturing hub
-…", making front page news today    facebook slammed for unprecedented purge   australia s plan to be a space manufacturing hub   ,0.6,0.9,neutral,0.0,1.0,0.0,0.0
688,"#IUICNEWORLEANS PRESENTS: #PRECEPTUPONPRECEPT!!!
Tune in to tonight’s show: 
”Freedom or Death❗️
The 1811 Slave Rev… https://t.co/as04EJ98f1", iuicneworleans presents   preceptuponprecept    tune in to tonight s show    freedom or death   the 1811 slave rev   ,0.0,0.0,positive,0.185,0.616,0.199,0.0772
689,quando eu recebo lembrança do Facebook e vejo as coisas que eu compartilhava do quebrando tabu 🗣🗣🗣🗣🗣,quando eu recebo lembran a do facebook e vejo as coisas que eu compartilhava do quebrando tabu      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
691,"RT @Finanzas_P: #Opinión | Mientras Musk debutó en una sala con 5.000 personas para hablar de bitcoin y vivir en Marte, Zuckerberg lo hizo…",  opini n   mientras musk debut  en una sala con 5 000 personas para hablar de bitcoin y vivir en marte  zuckerberg lo hizo ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
692,RT @drezez: @YourAnonCentral @AntiGovAnon I saw this on Facebook claiming their Military hackers have hacked you back. I  think it's Photos…,     i saw this on facebook claiming their military hackers have hacked you back  i  think it s photos ,-0.05,0.05,negative,0.162,0.838,0.0,-0.4019
693,"⁦@helmholtz_de⁩ ⁦@rki_de⁩ ⁦@c_drosten⁩ ⁦@ChariteBerlin⁩ 

Wichtige Punkte und Fragen für die MPK am 03.03. von ⁦… https://t.co/ON8cHbMbw7",   de     de     drosten        wichtige punkte und fragen f r die mpk am 03 03  von     ,0.0,0.0,negative,0.245,0.755,0.0,-0.5994
694,RT @mfa_russia: 🇷🇺🇬🇲 Our congratulations to the Republic of the Gambia on occasion of #IndependenceDay! We wish all the best to our Gambian…,      our congratulations to the republic of the gambia on occasion of  independenceday  we wish all the best to our gambian ,1.0,0.3,positive,0.0,0.612,0.388,0.8957
696,https://t.co/dgzf8ygXwJ, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
697,"RT @politvidchannel: BREAKING: a big business in Australia committed to pull all paid advertising on Facebook

THANK YOU", breaking  a big business in australia committed to pull all paid advertising on facebook  thank you,0.0,0.1,positive,0.0,0.739,0.261,0.5574
700,"RT @rising_serpent: You know it's only a matter of time before more Democrats call for Trump's Twitter to be reinstated.
Their business mod…", you know it s only a matter of time before more democrats call for trump s twitter to be reinstated  their business mod ,0.2333333333333333,0.6333333333333333,positive,0.0,0.945,0.055,0.0258
701,"“Ninja Gaiden: Master Collection” llegará el 10 de junio de 2021 para #Steam, #PS4, #XboxOne y #KTFamily… https://t.co/Zr84sgxu52", ninja gaiden  master collection  llegar  el 10 de junio de 2021 para  steam   ps4   xboxone y  ktfamily   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
702,"RT @kingdomteez: Facebook, Instagram, Tiktok... at this point any sort of visibility would greatly help.

Reach out to all big accounts on…", facebook  instagram  tiktok    at this point any sort of visibility would greatly help   reach out to all big accounts on ,0.4,0.425,positive,0.0,0.805,0.195,0.5222
703,"El @MunicipioOaxaca, a través de la Dirección de Economía, pone a disposición de la población una bolsa de trabajo… https://t.co/Z7X3ZHjJEJ",el    a trav s de la direcci n de econom a  pone a disposici n de la poblaci n una bolsa de trabajo   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
708,"@MegumiMatsuda3 Live-stream 👇
https://t.co/b5KMNq3zKi",  live stream    ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
709,@TheView https://t.co/hHqu9x4IYG,   ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
711,RT @jeremyjordancom: Live-tweet the movie with us (@jeremyjordancom) by using #DoubleJMixUp &amp; #MixUpInTheMed. Join our Facebook event page:…, live tweet the movie with us     by using  doublejmixup  amp   mixupinthemed  join our facebook event page  ,0.13636363636363635,0.5,positive,0.0,0.872,0.128,0.296
712,"Ο multiplayer χαμός έρχεται στο Nintendo Switch το καλοκαίρι με το Fall Guys: Ultimate Knockout. 👑

(Feed generated… https://t.co/xq5mjJfVLO",  multiplayer                   nintendo switch                    fall guys  ultimate knockout      feed generated   ,0.0,1.0,neutral,0.0,1.0,0.0,0.0
